,utt,intent,index
6660,"give me a list of airlines in pittsburgh , what ground transportation is available in boston and what are all the available meals",atis_airline#atis_ground_service#atis_meal,"3,8,13"
6661,"i want to go and take a plane in atlanta and fly to boston , how far is downtown from the airport in dallas and also what are the restrictions on the cheapest one way fare between boston and oakland",atis_aircraft#atis_distance#atis_restriction,"16,9,7"
6662,how long does it take to get from denver to oakland and how many flights go from dallas to baltimore on july nineteenth,atis_distance#atis_quantity,"9,0"
6663,what s the lowest round trip fare from dallas to baltimore and also what times does the late afternoon flight leave from washington for denver,atis_airfare#atis_flight_time,"4,17"
6664,how much would car rental cost in atlanta and then what are my meal options from boston to denver,atis_ground_fare#atis_meal,"14,13"
6665,lowest fare from san francisco to los angeles and also what is restriction ap57,atis_airfare#atis_restriction,"4,7"
6666,what ground transportation is available at baltimore and also what are my meal options from boston to denver,atis_ground_service#atis_meal,"8,13"
6667,i want to go and take a plane in atlanta and fly to boston and also show me ground transportation in westchester county,atis_aircraft#atis_ground_service,"16,8"
6668,"where is mco , ground transportation dallas and then do i get a meal on the atlanta to bwi flight eastern 210",atis_city#atis_ground_service#atis_meal,"11,8,13"
6669,airports and please list the morning flights from st louis to st paul,atis_airport#atis_flight,"6,2"
6670,show me the cheapest fare in the database and then i would like the flight number and the time for the cheapest fare that is the least expensive first class fare from san francisco to pittsburgh leaving after 8 pm monday night,atis_cheapest#atis_flight_no,"15,1"
6671,do the airlines still offer first class and then please list the flight times from boston to pittsburgh,atis_airline#atis_flight_time,"3,17"
6672,"show me round trip fares from new york to miami , how far is it from orlando airport to orlando and then how many first class flights does united have leaving from all cities today",atis_airfare#atis_distance#atis_quantity,"4,9,0"
6673,"what type of aircraft leaves from boston to washington dc at 9 am during a weekday , what is the name of the airport at denver and also i would like to fly from pittsburgh to atlanta on us air",atis_aircraft#atis_airport#atis_flight,"16,6,2"
6674,which airlines fly from toronto to san diego and have a stopover in denver,atis_airline,3
6675,show me flights from atlanta to philadelphia in the morning,atis_flight,2
6676,"does the philadelphia airport have a name , show me all the cities that midwest express serves and then what time does the earliest flight which goes from atlanta to denver leave",atis_airport#atis_city#atis_flight_time,"6,11,17"
6677,"what airlines service pittsburgh airport , please list the flight times from newark to boston and also dallas ground transportation",atis_airline#atis_flight_time#atis_ground_service,"3,17,8"
6678,show me city served both by nationair and canadian airlines international and then how much does the limousine service cost within pittsburgh,atis_city#atis_ground_fare,"11,14"
6679,what is fare code h and then show me all meals on flights from atlanta to washington,atis_abbreviation#atis_meal,"5,13"
6680,"what s the next smallest plane after a turboprop , what is the seating capacity of the various airplanes that united airlines uses and also how far is it from salt lake city airport to salt lake city",atis_aircraft#atis_capacity#atis_distance,"16,10,9"
6681,"show me the aircraft that canadian airlines uses , show me airlines going from pittsburgh going to denver and then continuing to san francisco on monday and also what ground transportation is available in dallas",atis_aircraft#atis_airline#atis_ground_service,"16,3,8"
6682,"show me the first class fares from baltimore to dallas , show me the cheapest fare in the database and then how long does it take to get from atlanta airport into the city of atlanta",atis_airfare#atis_cheapest#atis_distance,"4,15,9"
6683,what price is a limousine service to new york s la guardia and then how many flights does each airline have with first class service,atis_ground_fare#atis_quantity,"14,0"
6684,how long does it take to get from kansas city to st paul and then ground transport in oakland,atis_distance#atis_ground_service,"9,8"
6685,please list the flight times from pittsburgh to newark and also can you list costs of denver rental cars,atis_flight_time#atis_ground_fare,"17,14"
6686,delta flights to dallas please and do i get a meal on the atlanta to bwi flight eastern 210,atis_flight#atis_meal,"2,13"
6687,"what does the fare code qx mean , show me airports in washington dc and then is there ground transportation in st louis",atis_abbreviation#atis_airport#atis_ground_service,"5,6,8"
6688,"what does y mean , show me airports in washington dc and then what is the distance between pittsburgh airport and downtown pittsburgh",atis_abbreviation#atis_airport#atis_distance,"5,6,9"
6689,"i d like to see the fare code again qx , repeating leaving denver to san francisco before 10 am what type of aircraft is used and then show me the cheapest fare in the database",atis_abbreviation#atis_aircraft#atis_cheapest,"5,16,15"
6690,how many daily us air flights are there between philadelphia and pittsburgh,atis_quantity,0
6691,please show me airlines with service from boston to denver and then show me all the cities that midwest express serves,atis_airline#atis_city,"3,11"
6692,"explain restriction ap 57 , tell me distance from orlando airport to the city and also show me all meals on flights from atlanta to washington",atis_abbreviation#atis_distance#atis_meal,"5,9,13"
6693,what is the aircraft type with the greatest seating capacity and also please tell me the times of the flights between boston and baltimore,atis_aircraft#atis_flight_time,"16,17"
6694,what types of aircraft can i get a first class ticket from philadelphia to dallas and also what is the flight schedule of the f28 from pittsburgh to baltimore,atis_aircraft#atis_flight_time,"16,17"
6695,"which airlines fly from boston to washington dc via other cities , what s the capacity of a 733 and what time are flights from denver to san francisco on continental airlines",atis_airline#atis_capacity#atis_flight_time,"3,10,17"
6696,names of airports and also when does continental fly from philadelphia to denver on sundays,atis_airport#atis_flight_time,"6,17"
