,utt,intent,index
14732,"if i leave at 4:00pm, how long is the bus ride to the library",get_location#get_estimated_duration,"9,18"
14733,appleton events on saturday dec 8th,get_event,7
14734,ramp closures on 275 in livingston county,get_info_traffic#get_location,"0,9"
14735,what musical events are happening in milwaukee next weekend,get_event,7
14736,how long will it take me to get to downtown,get_estimated_duration,18
14737,any special events going on this weekend at the zoo,get_event#get_location,"7,9"
14738,what should i do this weekend,get_event,7
14739,when is the tour of lights in omaha,get_event,7
14740,are there any car pool lane in pa turnpike,unsupported_navigation,16
14741,how long will it take me to drive to the gym,get_location#get_estimated_duration,"9,18"
14742,"make up tutorial events in columbia, sc this weekend",get_event,7
14743,whp left the bike in the road,unsupported_navigation,16
14744,show road construction disrupting traffic,get_info_traffic,0
14745,whats the traffic like,get_info_traffic,0
14746,find me a party to go to,get_event,7
14747,any free events i can take the kids to this weekend in raleigh,get_event,7
14748,which state has the worst traffic,unsupported_navigation,16
14749,how much traffic is predicted to be on 281 this morning is there a faster route available,get_info_traffic#get_directions#combine,"0,6,24"
14750,current time to home please,get_location_home#get_estimated_duration,"22,18"
14751,what time does the ice skating start,get_event,7
14752,is there a way to get to main st without running into construction,get_directions,6
14753,"if i leave right now, what time will i get to e-da mall by noon if i take the highway",get_estimated_arrival#get_location,"20,9"
14754,how long will it take me to get to my mom s house if i leave in 5  minutes,get_location_home#get_estimated_duration,"22,18"
14755,is there any alternate commute to avoid traffic,update_directions,12
14756,when will i arrive at the music concert if i leave home at 8 pm,get_location_home#get_event#get_estimated_arrival,"22,7,20"
14757,how s the traffic on i-90 this afternoon,get_info_traffic,0
14758,am i going to make it to the convention center by 8pm if i leave from main street at 7:20pm,get_estimated_arrival#get_location,"20,9"
14759,what time will i make it to work if i leave in 2 hours,get_estimated_arrival#get_location_work,"20,11"
14760,how long will it take to get through the construction,get_estimated_duration,18
14761,is there a crash on the i-80 going south,get_info_traffic#get_location,"0,9"
14762,which route has the least amount of traffic,get_directions,6
14763,concerts in tampa saturday,get_event,7
14764,how many miles until im home,get_location_home#get_distance,"22,4"
14765,get me the current traffic on 425,get_info_traffic,0
14766,is any place to eat open now,unsupported,10
14767,tell me the distance between here and my destination,get_distance#get_location,"4,9"
14768,advise new routes to work,update_directions#get_location_work,"12,11"
14769,can you show me the traffic on the way to menards in blaine,get_info_traffic#get_location,"0,9"
14770,what is the distance between florida and california,get_distance,4
14771,can i get from here to cambé before night,get_estimated_arrival#get_location,"20,9"
14772,things to do in las vegas in the winter,get_event,7
14773,what s going on in atlanta on friday,get_event,7
14774,what sporting events are happening in trenton in the next month,get_event,7
14775,napa valley wine tasting events tonight,get_event,7
14776,where are the worse traffic delays in the city,get_info_traffic#get_location,"0,9"
14777,where can i go see a rolling stones cover band near me,get_event#get_location,"7,9"
14778,are there any candlelight historical home tours open in milwaukee this saturday,get_event,7
14779,how far does this traffic jam reach,get_info_traffic,0
14780,how far is st louis from chicago,get_distance,4
14781,take me to walmart only using the back streets,get_directions#get_location,"6,9"
14782,live music in town,get_event#get_location,"7,9"
14783,what s the best route without traffic,get_directions,6
14784,do i need to watch out for any accidents,get_info_traffic,0
14785,what fun events are there in tampa next weekend,get_event,7
14786,can you give me the status of traffic in new england,get_info_traffic,0
14787,what is the traffic going to be like on my way home,get_info_traffic#get_location_home,"0,22"
14788,"local traffic, please",get_info_traffic#get_location,"0,9"
14789,what s the distance between boston and cape cod,get_distance,4
14790,are the roads clear of ice going into red bank this morning,get_info_road_condition,17
14791,what is the quickest route to get home,get_location_home#get_directions,"22,6"
14792,is my father coming next week,unsupported,10
14793,how long to get to la with all the detours,get_estimated_duration,18
14794,live music in la friday night,get_event,7
14795,is my drive home free of accidents,get_info_traffic#get_location_home,"0,22"
14796,how far is boston from maine,get_distance,4
14797,restaurants serving vegetarian food in new orleans this month,unsupported,10
14798,the traffic the on i-16 much better at 7:00 pm,get_info_traffic,0
14799,show me the traffic map of raleigh,get_info_traffic,0
14800,how much is travel time from orlando to sanford,get_estimated_duration,18
14801,"is there heavy traffic in ocean city, nj",get_info_traffic,0
14802,what is the traffic driving from los angeles to santa barbara,get_info_traffic,0
14803,are there any detours on my way to work,get_info_traffic#get_location_work,"0,11"
14804,is the traffic heavy on i-10 downtown san antonio now,get_info_traffic#get_location,"0,9"
14805,give me the time to greg s house using back roads so i can avoid the traffic,get_location_home#get_location#get_estimated_duration,"22,9,18"
14806,i have a meeting at 6 in north branch what time should i leave home,get_location_home#get_event#get_estimated_departure,"22,7,5"
14807,how long is the trip to boston,get_estimated_duration,18
14808,how long will it take me to drive to winn dixie grocery store,get_location#get_estimated_duration,"9,18"
14809,brittney spears concerts in vegas this weekend,get_event,7
14810,how long is it to get from here to crescent city,get_location#get_estimated_duration,"9,18"
14811,what is the traffic like driving to downtown charlotte,get_info_traffic,0
14812,can i get home from san diego before sunset,get_location_home#get_estimated_arrival,"22,20"
14813,what are things to do in miami with family on new year s eve,get_event,7
14814,where is the best place to drive to get to the airport to avoid traffic,get_directions#get_location,"6,9"
14815,is traffic better on the highway or surface streets,unsupported_navigation,16
14816,how long will it take me to get to downtown atlanta from home,get_location_home#get_estimated_duration,"22,18"
14817,anything interesting happening near me over the weekend,get_event#get_location,"7,9"
14818,what is the distance between richmond virginia and san francisco california,get_distance,4
14819,how long will it take me to drive to williamston from home,get_location_home#get_estimated_duration,"22,18"
14820,when the red wings play their next game at joe louis arena,unsupported,10
14821,what is the average speed of cars travelling,unsupported_navigation,16
14822,is there any construction on the way to the martin luther king speech on fall ave,get_info_traffic#get_event,"0,7"
14823,how long is the drive to san diego from here,get_location#get_estimated_duration,"9,18"
14824,how many miles away is yankee stadium from the empire state building,get_distance#get_location,"4,9"
14825,when does the fireworks show start at central park on tuesday,get_event#get_location,"7,9"
14826,directions to the nearest discount tire,get_directions#get_location,"6,9"
14827,is construction on the 215 done yet,get_info_traffic,0
14828,things to do saturday night in boston,get_event,7
14829,what are directions to the portland art museum from sellwood in portland,get_directions#get_location,"6,9"
14830,how many miles is california from philadelphia,get_distance,4
14831,is there a delay on the long island expressway,get_info_traffic,0
14832,where is the closest santa s village to me next week,unsupported,10
14833,is there a faster route available,get_directions,6
